1/1	9:48:31
1/1	9:53:31
1/1	9:58:31
0/1	10:03:31
0/0	10:08:31
0/0	10:13:31
0/0	10:18:31
0/0	10:23:31
0/1	10:28:31
1/1	16:40:00
1/1	16:45:00
2/2	16:50:00
1/2	16:55:00
1/1	17:00:00
1/1	17:05:00
1/1	17:10:00
1/1	17:15:00
1/1	17:20:00
1/1	17:25:00
1/1	17:30:00
1/1	17:35:00
1/1	17:40:00
1/1	17:45:00
1/1	17:50:00
1/1	17:55:00
1/1	18:00:00
0/1	18:05:00
0/0	18:10:00
0/0	18:15:00
