0/0	15:43:13
0/0	15:48:13
1/1	15:53:13
2/2	15:58:13
2/2	16:03:13
2/2	16:08:13
2/2	16:13:13
2/2	16:18:13
2/2	16:23:13
2/2	16:28:13
2/2	16:33:13
2/2	16:38:13
2/2	16:43:13
2/2	16:48:13
2/2	16:53:13
2/2	16:58:13
2/2	17:03:13
2/2	17:08:13
2/2	17:13:13
2/2	17:18:13
2/2	17:23:13
2/2	17:28:13
2/2	17:33:13
0/2	17:38:13
0/0	17:43:13
0/0	17:48:13
0/0	17:53:13
0/0	17:58:13
