1/1	9:31:19
0/1	9:36:19
1/1	9:41:19
0/1	9:46:19
0/0	9:51:19
0/0	9:56:19
0/0	10:01:19
0/0	10:06:19
0/0	10:11:19
0/0	10:16:19
0/0	10:21:19
0/0	10:26:19
0/0	10:31:19
0/0	10:36:19
0/0	10:41:19
1/1	10:46:19
1/1	10:51:19
1/1	10:56:19
0/1	11:01:19
0/1	11:06:19
0/0	11:11:19
0/0	11:16:19
0/0	11:21:19
0/0	11:26:19
0/0	11:31:19
0/0	11:36:19
0/0	11:41:19
0/0	11:46:19
0/0	11:51:19
0/0	11:56:19
0/0	12:01:19
0/0	12:06:19
0/0	12:11:19
0/0	12:16:19
0/0	12:21:19
0/0	12:26:19
0/0	12:31:19
0/0	12:36:19
0/0	12:41:19
0/0	12:46:19
0/0	12:51:19
0/0	12:56:19
0/0	13:01:19
0/0	13:06:19
0/0	13:11:19
0/0	13:16:19
0/0	13:21:19
0/0	13:26:19
0/0	13:31:19
0/0	13:36:19
0/0	13:41:19
0/0	13:46:19
0/0	13:51:19
0/0	13:56:19
0/0	14:01:19
0/0	14:06:19
0/0	14:11:19
0/0	14:16:19
0/0	14:21:19
0/0	14:26:19
0/0	14:31:19
0/0	14:36:19
0/0	14:41:19
0/0	14:46:19
0/0	14:51:19
0/0	14:56:19
0/0	15:01:19
0/0	15:06:19
1/1	15:11:19
0/1	15:16:19
0/0	15:21:19
0/0	15:26:19
0/0	15:31:19
0/0	15:36:19
0/0	15:41:19
0/0	15:46:19
0/0	15:51:19
0/0	15:56:19
0/0	16:01:19
0/0	16:06:19
0/0	16:11:19
0/0	16:16:19
0/0	16:21:19
0/0	16:26:19
0/0	16:31:19
0/0	16:36:19
0/0	16:41:19
0/0	16:46:19
0/0	16:51:19
0/0	16:56:19
0/0	17:01:19
0/0	17:06:19
0/0	17:11:19
0/0	17:16:19
0/0	17:21:19
0/0	17:26:19
0/0	17:31:19
0/0	17:36:19
0/0	17:41:19
0/0	17:46:19
0/0	17:51:19
0/0	17:56:19
0/0	18:01:19
0/0	18:06:19
0/0	18:11:19
0/0	18:16:19
0/0	18:21:19
0/0	18:26:20
0/0	18:31:20
0/0	18:36:20
0/0	18:41:20
0/0	18:46:20
0/0	18:51:20
0/0	18:56:20
0/0	19:01:20
0/0	19:06:20
0/0	19:11:20
0/0	19:16:20
0/0	19:21:20
0/0	19:26:20
0/0	19:31:20
0/0	19:36:20
0/0	19:41:20
0/0	19:46:20
0/0	19:51:20
0/0	19:56:20
0/0	20:01:20
0/0	20:06:20
0/0	20:11:20
0/0	20:16:20
0/0	20:21:20
0/0	20:26:20
0/0	20:31:20
0/0	20:36:20
0/0	20:41:20
0/0	20:46:20
0/0	20:51:20
0/0	20:56:20
0/0	21:01:20
0/0	21:06:20
0/0	21:11:20
0/0	21:16:20
0/0	21:21:20
0/0	21:26:20
0/0	21:31:20
0/0	21:36:20
0/0	21:41:20
0/0	21:46:20
0/0	21:51:20
0/0	21:56:20
0/0	22:01:20
0/0	22:06:20
0/0	22:11:20
0/0	22:16:20
0/0	22:21:20
0/0	22:26:20
0/0	22:31:20
0/0	22:36:20
0/0	22:41:20
0/0	22:46:20
0/0	22:51:20
0/0	22:56:20
0/0	23:01:20
0/0	23:06:20
0/0	23:11:20
0/0	23:16:20
0/0	23:21:20
0/0	23:26:20
0/0	23:31:20
0/0	23:36:20
0/0	23:41:20
0/0	23:46:20
0/0	23:51:20
0/0	23:56:20
