1/1	10:28:57
1/1	10:33:57
1/1	10:38:57
1/1	10:43:57
1/1	10:48:57
1/1	10:53:57
1/1	10:58:57
1/1	11:03:57
1/1	11:08:57
1/1	11:13:57
1/1	11:18:57
1/1	11:23:57
1/1	11:28:57
0/1	11:33:57
0/0	11:38:57
0/0	11:43:57
0/0	11:48:57
0/0	11:53:57
0/0	11:58:57
0/0	12:03:57
0/0	12:08:57
0/0	12:13:57
0/0	12:18:57
0/0	12:23:57
0/0	12:28:57
0/0	12:33:57
0/0	12:38:57
0/0	12:43:57
0/0	12:48:57
0/0	12:53:57
0/0	12:58:57
0/0	13:03:57
0/0	13:08:57
0/0	13:13:57
0/0	13:18:57
0/0	13:23:57
0/0	13:28:57
0/0	13:33:57
0/0	13:38:57
0/0	13:43:57
0/0	13:48:57
0/0	13:53:57
0/0	13:58:57
0/0	14:03:57
0/0	14:08:57
0/0	14:13:57
0/0	14:18:57
0/0	14:23:57
0/0	14:28:57
0/0	14:33:57
