0/1	9:52:58
0/0	9:57:58
0/0	10:02:58
0/0	10:07:58
0/0	10:12:58
0/1	16:24:31
1/1	16:29:31
1/1	16:34:31
1/1	16:39:31
1/1	16:44:31
1/1	16:49:31
1/1	16:54:31
0/1	16:59:31
0/0	17:04:31
0/0	17:09:31
0/0	17:14:31
0/0	17:19:31
0/0	17:24:31
0/0	17:29:31
0/0	17:34:31
0/0	17:39:31
0/0	17:44:31
0/0	17:49:31
0/0	17:54:31
0/0	17:59:31
0/0	18:04:31
