1/1	10:18:18
1/1	10:23:18
0/1	10:28:18
0/0	10:33:18
0/0	10:38:18
0/0	10:43:18
0/0	10:48:18
0/0	10:53:18
0/0	10:58:18
0/0	11:03:18
0/0	11:08:18
0/0	11:13:18
0/0	11:18:18
0/0	11:23:18
0/0	11:28:18
0/0	11:33:18
1/1	17:44:55
0/2	17:49:55
1/2	17:54:55
0/1	17:59:55
0/0	18:04:55
0/0	18:09:55
0/0	18:14:55
0/0	18:19:55
0/0	18:24:55
0/0	18:29:55
0/0	18:34:55
0/0	18:39:55
0/0	18:44:55
0/0	18:49:55
0/0	18:54:55
0/0	18:59:55
0/0	19:04:55
0/0	19:09:55
0/0	19:14:55
0/0	19:19:55
0/0	19:24:55
0/0	19:29:55
0/0	19:34:55
0/0	19:39:55
0/0	19:44:55
0/0	19:49:55
0/0	19:54:55
0/0	19:59:55
0/0	20:04:55
0/0	20:09:55
0/0	20:14:55
0/0	20:19:55
0/0	20:24:55
0/0	20:29:55
0/0	20:34:55
0/0	20:39:55
0/0	20:44:55
0/0	20:49:55
0/0	20:54:55
0/0	20:59:55
0/0	21:04:55
0/0	21:09:55
0/0	21:14:55
0/0	21:19:55
0/0	21:24:55
0/0	21:29:55
0/0	21:34:55
0/0	21:39:55
0/0	21:44:55
0/0	21:49:55
0/0	21:54:55
0/0	21:59:55
0/0	22:04:55
0/0	22:09:55
0/0	22:14:55
0/0	22:19:55
0/0	22:24:55
0/0	22:29:55
0/0	22:34:55
0/0	22:39:55
0/0	22:44:55
0/0	22:49:55
0/0	22:54:55
0/0	22:59:55
0/0	23:04:55
0/0	23:09:55
0/0	23:14:55
0/0	23:19:55
0/0	23:24:55
0/0	23:29:55
0/0	23:34:55
0/0	23:39:55
0/0	23:44:55
0/0	23:49:55
0/0	23:54:55
0/0	23:59:55
