0/0	11:51:19
0/0	11:57:10
1/1	14:05:33
0/1	14:10:33
0/0	14:15:33
0/0	14:20:33
0/0	14:25:33
0/0	14:30:33
0/0	14:35:33
0/0	14:40:33
0/0	14:45:33
0/0	14:50:33
0/0	14:55:33
0/0	15:00:33
0/0	15:05:33
0/0	15:10:33
0/0	15:15:33
0/0	15:20:33
0/0	15:25:33
0/0	15:30:33
0/0	15:35:33
0/0	15:40:33
0/0	15:45:33
0/0	15:50:33
0/1	15:55:33
2/2	16:00:33
2/2	16:05:33
2/2	16:10:33
1/2	16:15:33
1/1	16:20:33
1/1	16:25:33
1/1	16:30:33
1/1	16:35:33
1/1	16:40:33
2/2	16:45:33
2/2	16:50:33
2/2	16:55:33
2/2	17:00:33
2/2	17:05:33
2/2	17:10:33
0/0	17:17:48
0/0	17:22:48
0/0	17:27:48
0/0	17:32:48
0/0	17:37:48
0/0	17:42:48
0/0	17:47:48
0/0	17:52:48
1/1	17:57:48
